Arcanine,90,110,80,100,80,95,0,2,0,0,0,0,2,Growlithe
Poliwag,40,50,40,40,40,90,0,0,0,0,0,1,1,None
Poliwhirl,65,65,65,50,50,90,0,0,0,0,0,2,2,Poliwag
Poliwrath,90,95,95,70,90,70,0,0,3,0,0,0,3,Poliwhirl
Abra,25,20,15,105,55,90,0,0,0,1,0,0,1,None
Kadabra,40,35,30,120,70,105,0,0,0,2,0,0,2,Abra
Alakazam,55,50,45,135,95,120,0,0,0,3,0,0,3,Kadabra
Machop,70,80,50,35,35,35,0,1,0,0,0,0,1,None
Machoke,80,100,70,50,60,45,0,2,0,0,0,0,2,Machop
Machamp,90,130,80,65,85,55,0,3,0,0,0,0,3,Machoke
Bellsprout,50,75,35,70,30,40,0,1,0,0,0,0,1,None
Weepinbell,65,90,50,85,45,55,0,2,0,0,0,0,2,Bellsprout
Victreebel,80,105,65,100,70,70,0,3,0,0,0,0,3,Weepinbell
Tentacool,40,40,35,50,100,70,0,0,0,0,1,0,1,None
Tentacruel,80,70,65,80,120,100,0,0,0,0,2,0,2,Tentacool
Geodude,40,80,100,30,30,20,0,0,1,0,0,0,1,None
Graveler,55,95,115,45,45,35,0,0,2,0,0,0,2,Geodude
Golem,80,120,130,55,65,45,0,0,3,0,0,0,3,Graveler
Ponyta,50,85,55,65,65,90,0,0,0,0,0,1,1,None
Rapidash,65,100,70,80,80,105,0,0,0,0,0,2,2,Ponyta
Slowpoke,90,65,65,40,40,15,1,0,0,0,0,0,1,None
Slowbro,95,75,110,100,80,30,0,0,2,0,0,0,2,Slowpoke
Magnemite,25,35,70,95,55,45,0,0,0,1,0,0,1,None
Magneton,50,60,95,120,70,70,0,0,0,2,0,0,2,Magnemite
Farfetch'd,52,65,55,58,62,60,0,1,0,0,0,0,0,None
Doduo,35,85,45,35,35,75,0,1,0,0,0,0,1,None
Dodrio,60,110,70,60,60,100,0,2,0,0,0,0,2,Doduo
Seel,65,45,55,45,70,45,0,0,0,0,1,0,1,None
Dewgong,90,70,80,70,95,70,0,0,0,0,2,0,2,Seel
Grimer,80,80,50,40,50,25,1,0,0,0,0,0,1,None
Muk,105,105,75,65,100,50,1,1,0,0,0,0,2,Grimer
Shellder,30,65,100,45,25,40,0,0,1,0,0,0,1,None
Cloyster,50,95,180,85,45,70,0,0,2,0,0,0,2,Shellder
Gastly,30,35,30,100,35,80,0,0,0,1,0,0,1,None
Haunter,45,50,45,115,55,95,0,0,0,2,0,0,2,Gastly
Gengar,60,65,60,130,75,110,0,0,0,3,0,0,3,Haunter
Onix,35,45,160,30,45,70,0,0,1,0,0,0,1,None
Drowzee,60,48,45,43,90,42,0,0,0,0,1,0,1,None
Hypno,85,73,70,73,115,67,0,0,0,0,2,0,2,Drowzee
Krabby,30,105,90,25,25,50,0,1,0,0,0,0,1,None
Kingler,55,130,115,50,50,75,0,2,0,0,0,0,2,Krabby
Voltorb,40,30,50,55,55,100,0,0,0,0,0,1,1,None
Electrode,60,50,70,80,80,140,0,0,0,0,0,2,2,Voltorb
Exeggcute,60,40,80,60,45,40,0,0,1,0,0,0,1,None
Exeggutor,95,95,85,125,65,55,0,0,0,2,0,0,2,Exeggcute
Cubone,50,50,95,40,50,35,0,0,1,0,0,0,1,None
Marowak,60,80,110,50,80,45,0,0,2,0,0,0,2,Cubone
Hitmonlee,50,120,53,35,110,87,0,2,0,0,0,0,2,Tyrogue
Hitmonchan,50,105,79,35,110,76,0,0,0,0,2,0,2,Tyrogue
Lickitung,90,55,75,60,75,30,2,0,0,0,0,0,1,None
Koffing,40,65,95,60,45,35,0,0,1,0,0,0,1,None
Weezing,65,90,120,85,70,60,0,0,2,0,0,0,2,Koffing
Rhyhorn,80,85,95,30,30,25,0,0,1,0,0,0,1,None
Rhydon,105,130,120,45,45,40,0,2,0,0,0,0,2,Rhyhorn
Chansey,250,5,5,35,105,50,2,0,0,0,0,0,2,Happiny
Tangela,65,55,115,100,40,60,0,0,1,0,0,0,1,None
Kangaskhan,105,95,80,40,80,90,2,0,0,0,0,0,0,None
Horsea,30,40,70,70,25,60,0,0,0,1,0,0,1,None
Seadra,55,65,95,95,45,85,0,0,1,1,0,0,2,Horsea
Goldeen,45,67,60,35,50,63,0,1,0,0,0,0,1,None
Seaking,80,92,65,65,80,68,0,2,0,0,0,0,2,Goldeen
Staryu,30,45,55,70,55,85,0,0,0,0,0,1,1,None
Starmie,60,75,85,100,85,115,0,0,0,0,0,2,2,Staryu
Mr. Mime,40,45,65,100,120,90,0,0,0,0,2,0,2,Mime Jr.
Scyther,70,110,80,55,80,105,0,1,0,0,0,0,1,None
Jynx,65,50,35,115,95,95,0,0,0,2,0,0,2,Smoochum
Electabuzz,65,83,57,95,85,105,0,0,0,0,0,2,2,Elekid
Magmar,65,95,57,100,85,93,0,0,0,2,0,0,2,Magby
Pinsir,65,125,100,55,70,85,0,2,0,0,0,0,0,None
Tauros,75,100,95,40,70,110,0,1,0,0,0,1,0,None
Magikarp,20,10,55,15,20,80,0,0,0,0,0,1,1,None
Gyarados,95,125,79,60,100,81,0,2,0,0,0,0,2,Magikarp
Lapras,130,85,80,85,95,60,2,0,0,0,0,0,0,None
Ditto,48,48,48,48,48,48,1,0,0,0,0,0,0,None
Eevee,55,55,50,45,65,55,0,0,0,0,1,0,1,None
Vaporeon,130,65,60,110,95,65,2,0,0,0,0,0,2,Eevee
Jolteon,65,65,60,110,95,130,0,0,0,0,0,2,2,Eevee
Flareon,65,130,60,95,110,65,0,2,0,0,0,0,2,Eevee
Porygon,65,60,70,85,75,40,0,0,0,1,0,0,1,None
Omanyte,35,40,100,90,55,35,0,0,1,0,0,0,1,None
Omastar,70,60,125,115,70,55,0,0,2,0,0,0,2,Omanyte
Kabuto,30,80,90,55,45,55,0,0,1,0,0,0,1,None
Kabutops,60,115,105,65,70,80,0,2,0,0,0,0,2,Kabuto
Aerodactyl,80,105,65,60,75,130,0,0,0,0,0,2,0,None
Snorlax,160,110,65,65,110,30,2,0,0,0,0,0,2,Munchlax
Articuno,90,85,100,95,125,85,0,0,0,0,3,0,0,None
Zapdos,90,90,85,125,90,100,0,0,0,3,0,0,0,None
Moltres,90,100,90,125,85,90,0,0,0,3,0,0,0,None
Dratini,41,64,45,50,50,50,0,1,0,0,0,0,1,None
Dragonair,61,84,65,70,70,70,0,2,0,0,0,0,2,Dratini
Dragonite,91,134,95,100,100,80,0,3,0,0,0,0,3,Dragonair
Mewtwo,106,110,90,154,90,130,0,0,0,3,0,0,0,None
Mew,100,100,100,100,100,100,3,0,0,0,0,0,0,None
Chikorita,45,49,65,49,65,45,0,0,0,0,1,0,1,None
Bayleef,60,62,80,63,80,60,0,0,1,0,1,0,2,Chikorita
Meganium,80,82,100,83,100,80,0,0,1,0,2,0,3,Bayleef
Cyndaquil,39,52,43,60,50,65,0,0,0,0,0,1,1,None
Quilava,58,64,58,80,65,80,0,0,0,1,0,1,2,Cyndaquil
Typhlosion,78,84,78,109,85,100,0,0,0,3,0,0,3,Quilava
Totodile,50,65,64,44,48,43,0,1,0,0,0,0,1,None
Croconaw,65,80,80,59,63,58,0,1,1,0,0,0,2,Totodile
Feraligatr,85,105,100,79,83,78,0,2,1,0,0,0,3,Croconaw
Sentret,35,46,34,35,45,20,0,1,0,0,0,0,1,None
Furret,85,76,64,45,55,90,0,0,0,0,0,2,2,Sentret
Hoothoot,60,30,30,36,56,50,1,0,0,0,0,0,1,None
Noctowl,100,50,50,76,96,70,2,0,0,0,0,0,2,Hoothoot
Ledyba,40,20,30,40,80,55,0,0,0,0,1,0,1,None
Ledian,55,35,50,55,110,85,0,0,0,0,2,0,2,Ledyba
Spinarak,40,60,40,40,40,30,0,1,0,0,0,0,1,None
Ariados,70,90,70,60,60,40,0,2,0,0,0,0,2,Spinarak
Crobat,85,90,80,70,80,130,0,0,0,0,0,3,3,Golbat
Chinchou,75,38,38,56,56,67,1,0,0,0,0,0,1,None
Lanturn,125,58,58,76,76,67,2,0,0,0,0,0,2,Chinchou
Pichu,20,40,15,35,35,60,0,0,0,0,0,1,1,None
Cleffa,50,25,28,45,55,15,0,0,0,0,1,0,1,None
Igglybuff,90,30,15,40,20,15,1,0,0,0,0,0,1,None
Togepi,35,20,65,40,65,20,0,0,0,0,1,0,1,None
Togetic,55,40,85,80,105,40,0,0,0,0,2,0,2,Togepi
Natu,40,50,45,70,45,70,0,0,0,1,0,0,1,None
Xatu,65,75,70,95,70,95,0,0,0,1,0,1,2,Natu
Mareep,55,40,40,65,45,35,0,0,0,1,0,0,1,None
Flaaffy,70,55,55,80,60,45,0,0,0,2,0,0,2,Mareep
Ampharos,90,75,85,115,90,55,0,0,0,3,0,0,3,Flaaffy
Bellossom,75,80,95,90,100,50,0,0,0,0,3,0,3,Gloom
Marill,70,20,50,20,50,40,2,0,0,0,0,0,2,Azurill
Azumarill,100,50,80,60,80,50,3,0,0,0,0,0,3,Marill
Sudowoodo,70,100,115,30,65,30,0,0,2,0,0,0,2,Bonsly
Politoed,90,75,75,90,100,70,0,0,0,0,3,0,3,Poliwhirl
Hoppip,35,35,40,35,55,50,0,0,0,0,1,0,1,None
Skiploom,55,45,50,45,65,80,0,0,0,0,0,2,2,Hoppip
Jumpluff,75,55,70,55,95,110,0,0,0,0,0,3,3,Skiploom
Aipom,55,70,55,40,55,85,0,0,0,0,0,1,1,None
Sunkern,30,30,30,30,30,30,0,0,0,1,0,0,1,None
Sunflora,75,75,55,105,85,30,0,0,0,2,0,0,2,Sunkern
Yanma,65,65,45,75,45,95,0,0,0,0,0,1,1,None
Wooper,55,45,45,25,25,15,1,0,0,0,0,0,1,None
Quagsire,95,85,85,65,65,35,2,0,0,0,0,0,2,Wooper
Espeon,65,65,60,130,95,110,0,0,0,2,0,0,2,Eevee
Umbreon,95,65,110,60,130,65,0,0,0,0,2,0,2,Eevee
Murkrow,60,85,42,85,42,91,0,0,0,0,0,1,1,None
Slowking,95,75,80,100,110,30,0,0,0,0,3,0,2,Slowpoke
Misdreavus,60,60,60,85,85,85,0,0,0,0,1,0,1,None
Unown,48,72,48,72,48,48,0,1,0,1,0,0,0,None
Wobbuffet,190,33,58,33,58,33,2,0,0,0,0,0,2,Wynaut
Girafarig,70,80,65,90,65,85,0,0,0,2,0,0,0,None
Pineco,50,65,90,35,35,15,0,0,1,0,0,0,1,None
Forretress,75,90,140,60,60,40,0,0,2,0,0,0,2,Pineco
Dunsparce,100,70,70,65,65,45,1,0,0,0,0,0,0,None
Gligar,65,75,105,35,65,85,0,0,1,0,0,0,1,None
Steelix,75,85,200,55,65,30,0,0,2,0,0,0,2,Onix
Snubbull,60,80,50,40,40,30,0,1,0,0,0,0,1,None
Granbull,90,120,75,60,60,45,0,2,0,0,0,0,2,Snubbull
Qwilfish,65,95,75,55,55,85,0,1,0,0,0,0,0,None
Scizor,70,130,100,55,80,65,0,2,0,0,0,0,2,Scyther
Shuckle,20,10,230,10,230,5,0,0,1,0,1,0,0,None
Heracross,80,125,75,40,95,85,0,2,0,0,0,0,0,None
Sneasel,55,95,55,35,75,115,0,0,0,0,0,1,1,None
Teddiursa,60,80,50,50,50,40,0,1,0,0,0,0,1,None
Ursaring,90,130,75,75,75,55,0,2,0,0,0,0,2,Teddiursa
Slugma,40,40,40,70,40,20,0,0,0,1,0,0,1,None
Magcargo,50,50,120,80,80,30,0,0,2,0,0,0,2,Slugma
Swinub,50,50,40,30,30,50,0,1,0,0,0,0,1,None
Piloswine,100,100,80,60,60,50,1,1,0,0,0,0,2,Swinub
Corsola,55,55,85,65,85,35,0,0,1,0,1,0,0,None
Remoraid,35,65,35,65,35,65,0,0,0,1,0,0,1,None
Octillery,75,105,75,105,75,45,0,1,0,1,0,0,2,Remoraid
Delibird,45,55,45,65,45,75,0,0,0,0,0,1,0,None
Mantine,65,40,70,80,140,70,0,0,0,0,2,0,2,Mantyke
Skarmory,65,80,140,40,70,70,0,0,2,0,0,0,0,None
Houndour,45,60,30,80,50,65,0,0,0,1,0,0,1,None
Houndoom,75,90,50,110,80,95,0,0,0,2,0,0,2,Houndour
Kingdra,75,95,95,95,95,85,0,1,0,1,1,0,3,Seadra
Phanpy,90,60,60,40,40,40,1,0,0,0,0,0,1,None
Donphan,90,120,120,60,60,50,0,1,1,0,0,0,2,Phanpy
Porygon2,85,80,90,105,95,60,0,0,0,2,0,0,2,Porygon
Stantler,73,95,62,85,65,85,0,1,0,0,0,0,0,None
Smeargle,55,20,35,20,45,75,0,0,0,0,0,1,0,None
Tyrogue,35,35,35,35,35,35,0,1,0,0,0,0,1,None
Hitmontop,50,95,95,35,110,70,0,0,0,0,2,0,2,Tyrogue
Smoochum,45,30,15,85,65,65,0,0,0,1,0,0,1,None
Elekid,45,63,37,65,55,95,0,0,0,0,0,1,1,None
Magby,45,75,37,70,55,83,0,0,0,0,0,1,1,None
Miltank,95,80,105,40,70,100,0,0,2,0,0,0,0,None
Blissey,255,10,10,75,135,55,3,0,0,0,0,0,3,Chansey
Raikou,90,85,75,115,100,115,0,0,0,1,0,2,0,None
Entei,115,115,85,90,75,100,1,2,0,0,0,0,0,None
Suicune,100,75,115,90,115,85,0,0,1,0,2,0,0,None
Larvitar,50,64,50,45,50,41,0,1,0,0,0,0,1,None
Pupitar,70,84,70,65,70,51,0,2,0,0,0,0,2,Larvitar
Tyranitar,100,134,110,95,100,61,0,3,0,0,0,0,3,Pupitar
Lugia,106,90,130,90,154,110,0,0,0,0,3,0,0,None
Ho-Oh,106,130,90,110,154,90,0,0,0,0,3,0,0,None
Celebi,100,100,100,100,100,100,3,0,0,0,0,0,0,None
Treecko,40,45,35,65,55,70,0,0,0,0,0,1,1,None
Grovyle,50,65,45,85,65,95,0,0,0,0,0,2,2,Treecko
Sceptile,70,85,65,105,85,120,0,0,0,0,0,3,3,Grovyle
Torchic,45,60,40,70,50,45,0,0,0,1,0,0,1,None
Combusken,60,85,60,85,60,55,0,1,0,1,0,0,2,Torchic
Blaziken,80,120,70,110,70,80,0,3,0,0,0,0,3,Combusken
Mudkip,50,70,50,50,50,40,0,1,0,0,0,0,1,None
Marshtomp,70,85,70,60,70,50,0,2,0,0,0,0,2,Mudkip
Swampert,100,110,90,85,90,60,0,3,0,0,0,0,3,Marshtomp
Poochyena,35,55,35,30,30,35,0,1,0,0,0,0,1,None
Mightyena,70,90,70,60,60,70,0,2,0,0,0,0,2,Poochyena
Zigzagoon,38,30,41,30,41,60,0,0,0,0,0,1,1,None
Linoone,78,70,61,50,61,100,0,0,0,0,0,2,2,Zigzagoon
Wurmple,45,45,35,20,30,20,1,0,0,0,0,0,1,None
Silcoon,50,35,55,25,25,15,0,0,2,0,0,0,2,Wurmple
Beautifly,60,70,50,100,50,65,0,0,0,3,0,0,3,Silcoon
Cascoon,50,35,55,25,25,15,0,0,2,0,0,0,2,Wurmple
Dustox,60,50,70,50,90,65,0,0,0,0,3,0,3,Cascoon
Lotad,40,30,30,40,50,30,0,0,0,0,1,0,1,None
Lombre,60,50,50,60,70,50,0,0,0,0,2,0,2,Lotad
Ludicolo,80,70,70,90,100,70,0,0,0,0,3,0,3,Lombre
Seedot,40,40,50,30,30,30,0,0,1,0,0,0,1,None
Nuzleaf,70,70,40,60,40,60,0,2,0,0,0,0,2,Seedot
Shiftry,90,100,60,90,60,80,0,3,0,0,0,0,3,Nuzleaf
Taillow,40,55,30,30,30,85,0,0,0,0,0,1,1,None
Swellow,60,85,60,50,50,125,0,0,0,0,0,2,2,Taillow
Wingull,40,30,30,55,30,85,0,0,0,0,0,1,1,None
Pelipper,60,50,100,85,70,65,0,0,2,0,0,0,2,Wingull
Ralts,28,25,25,45,35,40,0,0,0,1,0,0,1,None
Kirlia,38,35,35,65,55,50,0,0,0,2,0,0,2,Ralts
Gardevoir,68,65,65,125,115,80,0,0,0,3,0,0,3,Kirlia
Surskit,40,30,32,50,52,65,0,0,0,0,0,1,1,None
Masquerain,70,60,62,80,82,60,0,0,0,1,1,0,2,Surskit
Shroomish,60,40,60,40,60,35,1,0,0,0,0,0,1,None
Breloom,60,130,80,60,60,70,0,2,0,0,0,0,2,Shroomish
Slakoth,60,60,60,35,35,30,1,0,0,0,0,0,1,None
Vigoroth,80,80,80,55,55,90,0,0,0,0,0,2,2,Slakoth
Slaking,150,160,100,95,65,100,3,0,0,0,0,0,3,Vigoroth
Nincada,31,45,90,30,30,40,0,0,1,0,0,0,1,None
Ninjask,61,90,45,50,50,160,0,0,0,0,0,2,2,Nincada
Shedinja,1,90,45,30,30,40,2,0,0,0,0,0,2,Nincada
Whismur,64,51,23,51,23,28,1,0,0,0,0,0,1,None
Loudred,84,71,43,71,43,48,2,0,0,0,0,0,2,Whismur
Exploud,104,91,63,91,73,68,3,0,0,0,0,0,3,Loudred
Makuhita,72,60,30,20,30,25,1,0,0,0,0,0,1,None
Hariyama,144,120,60,40,60,50,2,0,0,0,0,0,2,Makuhita
Azurill,50,20,40,20,40,20,1,0,0,0,0,0,1,None
Nosepass,30,45,135,45,90,30,0,0,1,0,0,0,1,None
Skitty,50,45,45,35,35,50,0,0,0,0,0,1,1,None
Delcatty,70,65,65,55,55,70,1,0,0,0,0,1,2,Skitty
Sableye,50,75,75,65,65,50,0,1,1,0,0,0,0,None
Mawile,50,85,85,55,55,50,0,1,1,0,0,0,0,None
Aron,50,70,100,40,40,30,0,0,1,0,0,0,1,None
Lairon,60,90,140,50,50,40,0,0,2,0,0,0,2,Aron
Aggron,70,110,180,60,60,50,0,0,3,0,0,0,3,Lairon
Meditite,30,40,55,40,55,60,0,0,0,0,0,1,1,None
Medicham,60,60,75,60,75,80,0,0,0,0,0,2,2,Meditite
Electrike,40,45,40,65,40,65,0,0,0,0,0,1,1,None
Manectric,70,75,60,105,60,105,0,0,0,0,0,2,2,Electrike
Plusle,60,50,40,85,75,95,0,0,0,0,0,1,0,None
Minun,60,40,50,75,85,95,0,0,0,0,0,1,0,None
Volbeat,65,73,55,47,75,85,0,0,0,0,0,1,0,None
Illumise,65,47,55,73,75,85,0,0,0,0,0,1,0,None
Roselia,50,60,45,100,80,65,0,0,0,2,0,0,2,Budew
Gulpin,70,43,53,43,53,40,1,0,0,0,0,0,1,None
Swalot,100,73,83,73,83,55,2,0,0,0,0,0,2,Gulpin
Carvanha,45,90,20,65,20,65,0,1,0,0,0,0,1,None
Sharpedo,70,120,40,95,40,95,0,2,0,0,0,0,2,Carvanha
Wailmer,130,70,35,70,35,60,1,0,0,0,0,0,1,None
Wailord,170,90,45,90,45,60,2,0,0,0,0,0,2,Wailmer
Numel,60,60,40,65,45,35,0,0,0,1,0,0,1,None
Camerupt,70,100,70,105,75,40,0,1,0,1,0,0,2,Numel
Torkoal,70,85,140,85,70,20,0,0,2,0,0,0,0,None
Spoink,60,25,35,70,80,60,0,0,0,0,1,0,1,None
Grumpig,80,45,65,90,110,80,0,0,0,0,2,0,2,Spoink
Spinda,60,60,60,60,60,60,0,0,0,1,0,0,0,None
Trapinch,45,100,45,45,45,10,0,1,0,0,0,0,1,None
Vibrava,50,70,50,50,50,70,0,1,0,0,0,1,2,Trapinch
Flygon,80,100,80,80,80,100,0,1,0,0,0,2,3,Vibrava
Cacnea,50,85,40,85,40,35,0,0,0,1,0,0,1,None
Cacturne,70,115,60,115,60,55,0,1,0,1,0,0,2,Cacnea
Swablu,45,40,60,40,75,50,0,0,0,0,1,0,1,None
Altaria,75,70,90,70,105,80,0,0,0,0,2,0,2,Swablu
Zangoose,73,115,60,60,60,90,0,2,0,0,0,0,0,None
Seviper,73,100,60,100,60,65,0,1,0,1,0,0,0,None
Lunatone,70,55,65,95,85,70,0,0,0,2,0,0,0,None
Solrock,70,95,85,55,65,70,0,2,0,0,0,0,0,None
Barboach,50,48,43,46,41,60,1,0,0,0,0,0,1,None
Whiscash,110,78,73,76,71,60,2,0,0,0,0,0,2,Barboach
Corphish,43,80,65,50,35,35,0,1,0,0,0,0,1,None
Crawdaunt,63,120,85,90,55,55,0,2,0,0,0,0,2,Corphish
Baltoy,40,40,55,40,70,55,0,0,0,0,1,0,1,None
Claydol,60,70,105,70,120,75,0,0,0,0,2,0,2,Baltoy
Lileep,66,41,77,61,87,23,0,0,0,0,1,0,1,None
Cradily,86,81,97,81,107,43,0,0,0,0,2,0,2,Lileep
Anorith,45,95,50,40,50,75,0,1,0,0,0,0,1,None
Armaldo,75,125,100,70,80,45,0,2,0,0,0,0,2,Anorith
Feebas,20,15,20,10,55,80,0,0,0,0,0,1,1,None
Milotic,95,60,79,100,125,81,0,0,0,0,2,0,2,Feebas
Castform,70,70,70,70,70,70,1,0,0,0,0,0,0,None
Kecleon,60,90,70,60,120,40,0,0,0,0,1,0,0,None
Shuppet,44,75,35,63,33,45,0,1,0,0,0,0,1,None
Banette,64,115,65,83,63,65,0,2,0,0,0,0,2,Shuppet
Duskull,20,40,90,30,90,25,0,0,0,0,1,0,1,None
Dusclops,40,70,130,60,130,25,0,0,1,0,1,0,2,Duskull
Tropius,99,68,83,72,87,51,2,0,0,0,0,0,0,None
Chimecho,65,50,70,95,80,65,0,0,0,1,1,0,2,Chingling
Absol,65,130,60,75,60,75,0,2,0,0,0,0,0,None
Wynaut,95,23,48,23,48,23,1,0,0,0,0,0,1,None
Snorunt,50,50,50,50,50,50,1,0,0,0,0,0,1,None
Glalie,80,80,80,80,80,80,2,0,0,0,0,0,2,Snorunt
Spheal,70,40,50,55,50,25,1,0,0,0,0,0,1,None
Sealeo,90,60,70,75,70,45,2,0,0,0,0,0,2,Spheal
Walrein,110,80,90,95,90,65,3,0,0,0,0,0,3,Sealeo
Clamperl,35,64,85,74,55,32,0,0,1,0,0,0,1,None
Huntail,55,104,105,94,75,52,0,1,1,0,0,0,2,Clamperl
Gorebyss,55,84,105,114,75,52,0,0,0,2,0,0,2,Clamperl
Relicanth,100,90,130,45,65,55,1,0,1,0,0,0,0,None
Luvdisc,43,30,55,40,65,97,0,0,0,0,0,1,0,None
Bagon,45,75,60,40,30,50,0,1,0,0,0,0,1,None
Shelgon,65,95,100,60,50,50,0,0,2,0,0,0,2,Bagon
Salamence,95,135,80,110,80,100,0,3,0,0,0,0,3,Shelgon
Beldum,40,55,80,35,60,30,0,0,1,0,0,0,1,None
Metang,60,75,100,55,80,50,0,0,2,0,0,0,2,Beldum
Metagross,80,135,130,95,90,70,0,0,3,0,0,0,3,Metang
Regirock,80,100,200,50,100,50,0,0,3,0,0,0,0,None
Regice,80,50,100,100,200,50,0,0,0,0,3,0,0,None
Registeel,80,75,150,75,150,50,0,0,2,0,1,0,0,None
Latias,80,80,90,110,130,110,0,0,0,0,3,0,0,None
Latios,80,90,80,130,110,110,0,0,0,3,0,0,0,None
Kyogre,100,100,90,150,140,90,0,0,0,3,0,0,0,None
Groudon,100,150,140,100,90,90,0,3,0,0,0,0,0,None
Rayquaza,105,150,90,150,90,95,0,2,0,1,0,0,0,None
Jirachi,100,100,100,100,100,100,3,0,0,0,0,0,0,None
Deoxys Normal,50,150,50,150,50,150,0,1,0,1,0,1,0,None
Deoxys Attack,50,180,20,180,20,150,0,2,0,1,0,0,0,None
Deoxys Defense,50,70,160,70,160,90,0,0,2,0,1,0,0,None
Deoxys Speed,50,95,90,95,90,180,0,0,0,0,0,3,0,None
Turtwig,55,68,64,45,55,31,0,1,0,0,0,0,1,None
Grotle,75,89,85,55,65,36,0,1,1,0,0,0,2,Turtwig
Torterra,95,109,105,75,85,56,0,2,1,0,0,0,3,Grotle
Chimchar,44,58,44,58,44,61,0,0,0,0,0,1,1,None
Monferno,64,78,52,78,52,81,0,0,0,1,0,1,2,Chimchar
