Honchkrow,100,125,52,105,52,71,0,2,0,0,0,0
Glameow,49,55,42,42,37,85,0,0,0,0,0,1
Purugly,71,82,64,64,59,112,0,0,0,0,0,2
Chingling,45,30,50,65,50,45,0,0,0,1,0,0
Stunky,63,63,47,41,41,74,0,0,0,0,0,1
Skuntank,103,93,67,71,61,84,2,0,0,0,0,0
Bronzor,57,24,86,24,86,23,0,0,1,0,0,0
Bronzong,67,89,116,79,116,33,0,0,1,0,1,0
Bonsly,50,80,95,10,45,10,0,0,1,0,0,0
Mime Jr.,20,25,45,70,90,60,0,0,0,0,1,0
Happiny,100,5,5,15,65,30,1,0,0,0,0,0
Chatot,76,65,45,92,42,91,0,1,0,0,0,0
Spiritomb,50,92,108,92,108,35,0,0,1,0,1,0
Gible,58,70,45,40,45,42,0,1,0,0,0,0
Gabite,68,90,65,50,55,82,0,2,0,0,0,0
Garchomp,108,130,95,80,85,102,0,3,0,0,0,0
Munchlax,135,85,40,40,85,5,1,0,0,0,0,0
Riolu,40,70,40,35,40,60,0,1,0,0,0,0
Lucario,70,110,70,115,70,90,0,1,0,1,0,0
Hippopotas,68,72,78,38,42,32,0,0,1,0,0,0
Hippowdon,108,112,118,68,72,47,0,0,2,0,0,0
Skorupi,40,50,90,30,55,65,0,0,1,0,0,0
Drapion,70,90,110,60,75,95,0,0,2,0,0,0
Croagunk,48,61,40,61,40,50,0,1,0,0,0,0
Toxicroak,83,106,65,86,65,85,0,2,0,0,0,0
Carnivine,74,100,72,90,72,46,0,2,0,0,0,0
Finneon,49,49,56,49,61,66,0,0,0,0,0,1
Lumineon,69,69,76,69,86,91,0,0,0,0,0,2
Mantyke,45,20,50,60,120,50,0,0,0,0,1,0
Snover,60,62,50,62,60,40,0,1,0,0,0,0
Abomasnow,90,92,75,92,85,60,0,1,0,1,0,0
Weavile,70,120,65,45,85,125,0,1,0,0,0,1
Magnezone,70,70,115,130,90,60,0,0,0,3,0,0
Lickilicky,110,85,95,80,95,50,3,0,0,0,0,0
Rhyperior,115,140,130,55,55,40,0,3,0,0,0,0
Tangrowth,100,100,125,110,50,50,0,0,2,0,0,0
